Age,Categorie_age,Sexe,Milieu,Region_geographique,Etat_matrimonial,Niveau_education,Annees_experience,CSP,Secteur_emploi,Propriete_immobiliere,Vehicule_motorise,Terrain_agricole,Revenu_secondaire,Revenu_Annuel
36,35-44,Femme,Rural,Ouest,Marié,Sans niveau,1.0,Inactifs,nan,Non,Non,Non,Non,2657.0
41,35-44,Homme,Urbain,Est,Marié,Fondamental,4.0,Ouvriers,Informel,Non,Non,Non,Non,4873.0
62,55-64,Homme,Urbain,Centre,Divorcé,Secondaire,41.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,64766.0
41,35-44,Homme,Rural,Centre,Divorcé,Fondamental,3.0,Ouvriers,Informel,Non,Non,Non,Non,4022.0
28,25-34,Femme,Rural,Sud,Célibataire,Secondaire,4.0,Employés,Privé,Oui,Oui,Non,Non,11494.0
39,35-44,Femme,Urbain,Est,Divorcé,Secondaire,14.0,Professions intermédiaires,Public,Oui,Oui,Non,Oui,26242.0
32,25-34,Femme,Rural,Centre,Veuf,Secondaire,3.0,Ouvriers,Privé,Non,Non,Non,Non,9724.0
27,25-34,Homme,Urbain,Nord,Marié,Sans niveau,3.0,Ouvriers,Privé,Non,Non,Non,Non,5024.0
58,55-64,Femme,Urbain,Centre,Marié,Sans niveau,8.0,Ouvriers,Informel,Non,Non,Non,Non,3107.0
44,35-44,Femme,Rural,Centre,Célibataire,Secondaire,1.0,Employés,Public,Non,Non,Non,Oui,14132.0
26,25-34,Homme,Rural,Nord,Divorcé,Supérieur,3.0,Professions intermédiaires,Public,Non,Non,Non,Oui,48453.0
45,45-54,Homme,Urbain,Centre,Marié,Sans niveau,13.0,Inactifs,nan,Non,Non,Non,Non,5450.0
18,18-24,Femme,Rural,Nord,Célibataire,Sans niveau,0.0,Inactifs,nan,Non,Non,Non,Non,2497.0
34,25-34,Homme,Rural,Sud,Marié,Secondaire,5.0,Employés,Informel,Oui,Non,Non,Non,10963.0
48,45-54,Homme,Rural,Centre,Veuf,Secondaire,25.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,46256.0
61,55-64,Homme,Rural,Nord,Veuf,Fondamental,0.0,Agriculteurs,Informel,Oui,Non,Oui,Non,3206.0
27,25-34,Femme,Rural,Ouest,Divorcé,Sans niveau,5.0,Inactifs,nan,Non,Non,Non,Non,2833.0
54,45-54,Homme,Urbain,Nord,Divorcé,Fondamental,36.0,Ouvriers,Informel,Non,Non,Non,Oui,11383.0
46,45-54,Homme,Urbain,Sud,Divorcé,Fondamental,8.0,Agriculteurs,Privé,Non,Oui,Non,Oui,9233.0
35,35-44,Femme,Rural,Centre,Marié,Sans niveau,6.0,Ouvriers,Informel,Non,Non,Non,Non,1892.0
55,55-64,Homme,Urbain,Sud,Divorcé,Secondaire,19.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,35113.0
56,55-64,Homme,Urbain,Ouest,Marié,Supérieur,16.0,Cadres supérieurs,Public,Non,Oui,Non,Oui,121013.0
23,18-24,Femme,Urbain,Nord,Célibataire,Secondaire,3.0,Ouvriers,Informel,Non,Non,Non,Non,7730.0
57,55-64,Homme,Urbain,Est,Divorcé,Secondaire,2.0,Ouvriers,Privé,Non,Oui,Non,Non,11777.0
29,25-34,Femme,Rural,Nord,Marié,Fondamental,9.0,Ouvriers,Privé,Non,Oui,Non,Non,4864.0
31,25-34,Homme,Urbain,Centre,Marié,Secondaire,4.0,Ouvriers,Informel,Non,Non,Non,Non,10599.0
61,55-64,Homme,Urbain,Nord,Marié,Fondamental,16.0,Ouvriers,Privé,Non,Non,Non,Non,8748.0
27,25-34,Homme,Rural,Sud,Marié,Fondamental,8.0,Ouvriers,Privé,Non,Non,Non,Non,5510.0
37,35-44,Homme,Rural,Nord,Divorcé,Sans niveau,9.0,Ouvriers,Informel,Non,Non,Non,Non,2466.0
32,25-34,Homme,Urbain,Centre,Divorcé,Sans niveau,5.0,Agriculteurs,Privé,Non,Non,Oui,Oui,7740.0
48,45-54,Femme,Urbain,Sud,Divorcé,Secondaire,8.0,Employés,Public,Non,Oui,Non,Non,14699.0
24,18-24,Femme,Rural,Nord,Célibataire,Secondaire,3.0,Ouvriers,Privé,Non,Non,Non,Non,9087.0
58,55-64,Homme,Rural,Centre,Célibataire,Secondaire,9.0,Employés,Privé,Non,Non,Non,Oui,23479.0
27,25-34,Femme,Urbain,Sud,Marié,Secondaire,2.0,Employés,Public,Oui,Non,Non,Non,11689.0
27,25-34,Femme,Urbain,Centre,Marié,Secondaire,2.0,Employés,Public,Non,Non,Non,Non,13588.0
56,55-64,Homme,Urbain,Centre,Marié,Fondamental,12.0,Ouvriers,Privé,Oui,Non,Non,Non,8738.0
45,45-54,Femme,Urbain,Nord,Marié,Supérieur,11.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,76837.0
47,45-54,Femme,Urbain,Nord,Marié,Secondaire,5.0,Employés,Privé,Non,Non,Oui,Non,15208.0
54,45-54,Femme,Rural,Ouest,Veuf,Secondaire,16.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,27135.0
20,18-24,Femme,Urbain,Sud,Célibataire,Secondaire,0.0,Ouvriers,Informel,Oui,Non,Non,Non,6177.0
60,55-64,Femme,Rural,Centre,Célibataire,Fondamental,7.0,Ouvriers,Informel,Non,Non,Non,Non,3452.0
32,25-34,Femme,Urbain,Est,Marié,Fondamental,10.0,Ouvriers,Informel,Non,Non,Non,Non,4160.0
38,35-44,Homme,Urbain,Centre,Marié,Fondamental,14.0,Ouvriers,Privé,Non,Non,Non,Non,8923.0
54,45-54,Homme,Urbain,Ouest,Marié,Fondamental,17.0,Ouvriers,Privé,Non,Non,Non,Non,9318.0
29,25-34,Homme,Urbain,Nord,Veuf,Sans niveau,1.0,Ouvriers,Informel,Non,Non,Non,Non,3638.0
21,18-24,Femme,Urbain,Centre,Célibataire,Fondamental,3.0,Ouvriers,Informel,Non,Oui,Non,Non,4342.0
26,25-34,Femme,Rural,Centre,Marié,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,8423.0
56,55-64,Femme,Rural,Est,Marié,Secondaire,18.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,23580.0
59,55-64,Homme,Rural,Ouest,Divorcé,Supérieur,7.0,Professions intermédiaires,Public,Non,Oui,Non,Non,60888.0
45,45-54,Femme,Rural,Sud,Divorcé,Secondaire,18.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,27716.0
40,35-44,Femme,Urbain,Centre,Marié,Secondaire,1.0,Ouvriers,Informel,Non,Non,Non,Non,7407.0
62,55-64,Homme,Rural,Est,Marié,Supérieur,37.0,Cadres supérieurs,Privé,Oui,Non,Non,Non,181904.0
57,55-64,Femme,Rural,Centre,Divorcé,Secondaire,35.0,Professions intermédiaires,Public,Non,Non,Non,Non,39898.0
61,55-64,Homme,Urbain,Est,Divorcé,Secondaire,27.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,41780.0
39,35-44,Homme,Rural,Est,Marié,Secondaire,10.0,Employés,Public,Non,Non,Non,Oui,20362.0
41,35-44,Homme,Urbain,Nord,Veuf,Fondamental,13.0,Ouvriers,Privé,Non,Non,Non,Non,8444.0
43,35-44,Femme,Urbain,Centre,Célibataire,Secondaire,3.0,Employés,Privé,Oui,Non,Non,Non,14884.0
47,45-54,Femme,Urbain,Nord,Marié,Supérieur,8.0,Professions intermédiaires,Public,Non,Oui,Non,Oui,53980.0
50,45-54,Femme,Rural,Centre,Marié,Sans niveau,9.0,Inactifs,nan,Non,Non,Non,Non,2770.0
33,25-34,Femme,Rural,Sud,Marié,Supérieur,5.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,42191.0
39,35-44,Femme,Rural,Ouest,Marié,Fondamental,8.0,Agriculteurs,Privé,Oui,Non,Oui,Oui,7486.0
60,55-64,Homme,Urbain,Nord,Marié,Supérieur,29.0,Cadres supérieurs,Public,Non,Oui,Non,Non,163959.0
35,35-44,Femme,Urbain,Est,Célibataire,Sans niveau,13.0,Ouvriers,Privé,Non,Non,Non,Non,3698.0
24,18-24,Homme,Rural,Ouest,Marié,Supérieur,0.0,Employés,Informel,Non,Non,Non,Non,21662.0
43,35-44,Homme,Urbain,Nord,Célibataire,Fondamental,22.0,Ouvriers,Privé,Non,Non,Non,Non,9592.0
25,25-34,Homme,Urbain,Nord,Marié,Secondaire,4.0,Ouvriers,Informel,Non,Non,Non,Non,10128.0
23,18-24,Homme,Urbain,Centre,Marié,Sans niveau,3.0,Inactifs,nan,Non,Non,Non,Non,5341.0
47,45-54,Homme,Urbain,Centre,Marié,Supérieur,21.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,145619.0
56,55-64,Homme,Rural,Nord,Célibataire,Fondamental,23.0,Ouvriers,Privé,Non,Non,Non,Non,7773.0
40,35-44,Homme,Rural,Sud,Célibataire,Supérieur,13.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,91208.0
49,45-54,Femme,Urbain,Ouest,Marié,Secondaire,7.0,Employés,Informel,Non,Non,Non,Non,12432.0
39,35-44,Homme,Urbain,Sud,Célibataire,Supérieur,0.0,Employés,Public,Non,Non,Non,Non,26576.0
59,55-64,Femme,Urbain,Nord,Veuf,Secondaire,19.0,Professions intermédiaires,Public,Oui,Non,Non,Non,29128.0
60,55-64,Homme,Urbain,Sud,Marié,Supérieur,19.0,Cadres supérieurs,Public,Oui,Non,Non,Non,112573.0
62,55-64,Femme,Rural,Est,Célibataire,Secondaire,34.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,35767.0
26,25-34,Homme,Urbain,Nord,Marié,Fondamental,3.0,Agriculteurs,Informel,Oui,Non,Oui,Oui,7673.0
48,45-54,Femme,Urbain,Nord,Marié,Secondaire,16.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,31367.0
24,18-24,Femme,Urbain,Sud,Marié,Fondamental,3.0,Agriculteurs,Informel,Oui,Non,Oui,Non,3314.0
26,25-34,Femme,Urbain,Ouest,Célibataire,Secondaire,3.0,Ouvriers,Privé,Non,Non,Non,Non,11192.0
30,25-34,Homme,Rural,Sud,Célibataire,Fondamental,11.0,Ouvriers,Informel,Non,Non,Non,Non,4178.0
20,18-24,Femme,Urbain,Centre,Célibataire,Fondamental,2.0,Ouvriers,Privé,Non,Non,Non,Non,6010.0
52,45-54,Homme,Urbain,Centre,Marié,Supérieur,8.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,73702.0
50,45-54,Homme,Urbain,Nord,Marié,Fondamental,29.0,Ouvriers,Informel,Non,Non,Non,Non,7704.0
38,35-44,Femme,Rural,Sud,Marié,Fondamental,14.0,Ouvriers,Privé,Oui,Non,Non,Non,4843.0
48,45-54,Homme,Rural,Est,Marié,Secondaire,8.0,Employés,Public,Oui,Oui,Non,Non,16330.0
51,45-54,Femme,Urbain,Ouest,Divorcé,Supérieur,8.0,Professions intermédiaires,Public,Non,Non,Non,Non,53526.0
49,45-54,Femme,Rural,Est,Marié,Secondaire,3.0,Ouvriers,Privé,Non,Non,Non,Non,8326.0
52,45-54,Homme,Rural,Ouest,Veuf,Fondamental,25.0,Ouvriers,Privé,Non,Non,Non,Non,8728.0
32,25-34,Femme,Urbain,Sud,Marié,Secondaire,7.0,Employés,Informel,Non,Non,Non,Non,10723.0
49,45-54,Homme,Rural,Centre,Divorcé,Secondaire,28.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,49307.0
23,18-24,Femme,Urbain,Ouest,Célibataire,Supérieur,0.0,Employés,Privé,Non,Non,Non,Non,25326.0
62,55-64,Homme,Rural,Centre,Célibataire,Secondaire,2.0,Ouvriers,Privé,Non,Non,Non,Non,11590.0
38,35-44,Femme,Urbain,Centre,Marié,Secondaire,13.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,26219.0
50,45-54,Homme,Urbain,Centre,Marié,Fondamental,9.0,Ouvriers,Privé,Non,Non,Non,Non,8452.0
49,45-54,Femme,Rural,Est,Marié,Sans niveau,15.0,Inactifs,nan,Non,Non,Non,Oui,5401.0
36,35-44,Femme,Urbain,Centre,Marié,Fondamental,16.0,Ouvriers,Informel,Non,Non,Non,Non,5372.0
50,45-54,Femme,Urbain,Centre,Marié,Sans niveau,13.0,Inactifs,nan,,Non,Non,Non,4391.0
45,45-54,Homme,Rural,Est,Divorcé,Fondamental,5.0,Ouvriers,Informel,Non,Non,Non,Non,3646.0
48,45-54,Femme,Rural,Est,Marié,Secondaire,9.0,Employés,Privé,Non,Non,Non,Non,14050.0
38,35-44,Femme,Rural,Est,Divorcé,Supérieur,5.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,38733.0
51,45-54,Femme,Urbain,Sud,Marié,Secondaire,19.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,27836.0
32,25-34,Femme,Urbain,Est,Marié,Secondaire,4.0,Ouvriers,Informel,Non,Non,Non,Non,7255.0
31,25-34,Homme,Urbain,Nord,Marié,Supérieur,7.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,67224.0
36,35-44,Homme,Urbain,Centre,Marié,Fondamental,3.0,Agriculteurs,Informel,Oui,Non,Oui,Non,4921.0
60,55-64,Homme,Urbain,Centre,Veuf,Sans niveau,30.0,Ouvriers,Informel,Non,Non,Non,Non,4181.0
32,25-34,Homme,Urbain,Nord,Célibataire,Fondamental,12.0,Ouvriers,Privé,Non,Non,Non,Non,8350.0
23,18-24,Femme,Urbain,Ouest,Célibataire,Fondamental,2.0,Ouvriers,Privé,Non,Non,Non,Non,5877.0
26,25-34,Homme,Urbain,Sud,Marié,Secondaire,6.0,Employés,Public,Non,Oui,Non,Non,17470.0
54,45-54,Femme,Urbain,Nord,Divorcé,Secondaire,16.0,Professions intermédiaires,Privé,Non,Non,Non,Oui,31422.0
37,35-44,Femme,Rural,Nord,Divorcé,Secondaire,14.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,27426.0
51,45-54,Femme,Urbain,Est,Marié,Secondaire,2.0,Employés,Informel,Oui,Oui,Non,Non,8972.0
55,55-64,Homme,Urbain,Nord,Marié,Secondaire,27.0,Professions intermédiaires,Public,Non,Non,Non,Non,43992.0
43,35-44,Homme,Urbain,Centre,Marié,Fondamental,4.0,Agriculteurs,Privé,Non,Oui,Non,Non,6875.0
35,35-44,Femme,Urbain,Sud,Marié,Supérieur,3.0,Professions intermédiaires,Privé,Non,Non,Non,Oui,39405.0
45,45-54,Homme,Urbain,Est,Veuf,Fondamental,20.0,Ouvriers,Informel,Non,Non,Non,Non,6193.0
26,25-34,Femme,Urbain,Centre,Célibataire,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,10217.0
49,45-54,Homme,Rural,Centre,Célibataire,Secondaire,12.0,Employés,Public,Non,Non,Non,Non,21513.0
23,18-24,Homme,Urbain,Ouest,Célibataire,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,9720.0
31,25-34,Femme,Urbain,Sud,Marié,Fondamental,8.0,Agriculteurs,Informel,Non,Non,Oui,Oui,6663.0
45,45-54,Homme,Urbain,Centre,Marié,Secondaire,7.0,Employés,Informel,Non,Non,Non,Non,15648.0
41,35-44,Homme,Urbain,Est,Marié,Supérieur,5.0,Professions intermédiaires,Public,Oui,Non,Non,Non,50028.0
30,25-34,Homme,Urbain,Nord,Divorcé,Fondamental,4.0,Agriculteurs,Informel,Non,Non,Oui,Oui,7715.0
60,55-64,Femme,Rural,Est,Divorcé,Fondamental,12.0,Ouvriers,Informel,Non,Non,Non,Non,3383.0
29,25-34,Femme,Urbain,Ouest,Célibataire,Fondamental,6.0,Ouvriers,Informel,Non,Non,Non,Non,4500.0
36,35-44,Femme,Rural,Est,Célibataire,Secondaire,16.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,23615.0
38,35-44,Femme,Urbain,Ouest,Divorcé,Fondamental,5.0,Ouvriers,Privé,Non,Non,Non,Non,6176.0
44,35-44,Homme,Rural,Nord,Marié,Fondamental,9.0,Ouvriers,Privé,Non,Non,Non,Non,6067.0
36,35-44,Homme,Urbain,Nord,Célibataire,Secondaire,15.0,Professions intermédiaires,Privé,Oui,Oui,Non,Non,35141.0
41,35-44,Femme,Urbain,Centre,Célibataire,Fondamental,0.0,Ouvriers,Informel,Non,Non,Non,Non,4234.0
43,35-44,Homme,Urbain,Centre,Divorcé,Supérieur,0.0,Employés,Privé,Non,Non,Non,Non,32207.0
62,55-64,Homme,Urbain,Nord,Veuf,Secondaire,11.0,Employés,Privé,Non,Non,Non,Non,23582.0
45,45-54,Homme,Rural,Nord,Célibataire,Supérieur,17.0,Cadres supérieurs,Public,Oui,Non,Non,Non,112960.0
63,55-64,Homme,Urbain,Centre,Divorcé,Supérieur,18.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,131938.0
35,35-44,Homme,Rural,Ouest,Célibataire,Secondaire,7.0,Employés,Informel,Non,Non,Non,Non,13864.0
61,55-64,Homme,Urbain,Centre,Veuf,Supérieur,1.0,Employés,Privé,Non,Non,Non,Non,35232.0
53,45-54,Homme,Urbain,Est,Célibataire,Secondaire,26.0,Professions intermédiaires,Public,Non,Oui,Non,Non,39336.0
59,55-64,Femme,Rural,Centre,Divorcé,Supérieur,16.0,Cadres supérieurs,Privé,Non,Non,Non,Oui,97443.0
46,45-54,Homme,Urbain,Nord,Célibataire,Fondamental,9.0,Ouvriers,Privé,Non,Non,Non,Oui,10902.0
34,25-34,Femme,Rural,Centre,Marié,Secondaire,3.0,Ouvriers,Privé,Non,Non,Non,Non,9593.0
21,18-24,Femme,Urbain,Centre,Marié,Fondamental,0.0,Inactifs,nan,Non,Non,Non,Non,5677.0
61,55-64,Homme,Urbain,Centre,Divorcé,Sans niveau,18.0,Agriculteurs,Informel,Non,Oui,Oui,Oui,6622.0
62,55-64,Homme,Urbain,Est,Marié,Supérieur,18.0,Cadres supérieurs,Public,Oui,Oui,Non,Oui,112298.0
46,45-54,Homme,Rural,Sud,Veuf,Secondaire,20.0,Professions intermédiaires,Public,Oui,Oui,Non,Non,31274.0
21,18-24,Homme,Urbain,Nord,Célibataire,Secondaire,1.0,Ouvriers,Informel,Non,Non,Non,Non,9146.0
27,25-34,Femme,Rural,Centre,Marié,Supérieur,1.0,Professions intermédiaires,Public,Non,Non,Oui,Non,32420.0
42,35-44,Femme,Rural,Sud,Célibataire,Secondaire,15.0,Professions intermédiaires,Privé,Oui,Non,Non,Oui,25594.0
48,45-54,Femme,Rural,Ouest,Marié,Sans niveau,29.0,Agriculteurs,Informel,Non,Oui,Non,Non,2029.0
20,18-24,Homme,Rural,Ouest,Célibataire,Sans niveau,0.0,Inactifs,nan,Non,Non,Non,Non,3259.0
19,18-24,Femme,Rural,Ouest,Marié,Secondaire,0.0,Ouvriers,Informel,Oui,Non,Non,Non,6096.0
42,35-44,Femme,Urbain,Ouest,Marié,Secondaire,8.0,Employés,Privé,Oui,Non,Non,Non,17605.0
23,18-24,Femme,Rural,Nord,Célibataire,Sans niveau,5.0,Agriculteurs,Informel,Non,Non,Oui,Non,1710.0
43,35-44,Homme,Rural,Sud,Marié,Sans niveau,24.0,Ouvriers,Privé,Oui,Oui,Non,Non,3453.0
25,25-34,Femme,Urbain,Centre,Marié,Fondamental,2.0,Agriculteurs,Informel,Non,Oui,Non,Non,3775.0
52,45-54,Femme,Urbain,Centre,Veuf,Fondamental,33.0,Ouvriers,Informel,Non,Oui,Non,Non,6596.0
44,35-44,Femme,Urbain,Ouest,Marié,Secondaire,21.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,33395.0
42,35-44,Homme,Urbain,Nord,Célibataire,Secondaire,17.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,36757.0
35,35-44,Homme,Urbain,Ouest,Divorcé,Secondaire,15.0,Professions intermédiaires,Public,Non,Oui,Non,Non,34995.0
18,18-24,Femme,Rural,Ouest,Célibataire,Sans niveau,0.0,Inactifs,nan,Non,Non,Non,Non,2613.0
56,55-64,Homme,Rural,Centre,Divorcé,Fondamental,27.0,Ouvriers,Privé,Non,Non,Non,Non,8668.0
20,18-24,Homme,Rural,Ouest,Marié,Supérieur,0.0,Employés,Privé,Non,Oui,Non,Non,29614.0
21,18-24,Femme,Urbain,Centre,Célibataire,Supérieur,0.0,Professions intermédiaires,Privé,Non,Oui,Non,Non,33986.0
58,55-64,Homme,Urbain,Centre,Marié,Fondamental,24.0,Ouvriers,Informel,Non,Non,Non,Non,7369.0
54,45-54,Homme,Rural,Ouest,Marié,Sans niveau,15.0,Ouvriers,Privé,Non,Non,Non,Non,3601.0
32,25-34,Femme,Rural,Centre,Célibataire,Fondamental,13.0,Ouvriers,Privé,Oui,Oui,Non,Non,5476.0
25,25-34,Femme,Rural,Centre,Divorcé,Supérieur,1.0,Employés,Informel,Non,Oui,Non,Non,18366.0
55,55-64,Femme,Rural,Centre,Marié,Fondamental,16.0,Ouvriers,Privé,Non,Non,Non,Non,5840.0
36,35-44,Homme,Rural,Centre,Marié,Sans niveau,13.0,Ouvriers,Privé,Non,Non,Non,Non,3465.0
43,35-44,Femme,Rural,Ouest,Célibataire,Secondaire,8.0,Employés,Public,Oui,Non,Non,Non,15017.0
56,55-64,Femme,Urbain,Est,Divorcé,Supérieur,20.0,Cadres supérieurs,Privé,Non,Oui,Non,Non,96214.0
27,25-34,Homme,Urbain,Sud,Marié,Secondaire,4.0,Ouvriers,Informel,Non,Non,Non,Non,9236.0
55,55-64,Femme,Urbain,Est,Marié,Secondaire,12.0,Employés,Public,Non,Oui,Non,Non,16487.0
31,25-34,Homme,Rural,Ouest,Marié,Supérieur,6.0,Professions intermédiaires,Privé,Oui,Oui,Non,Oui,63308.0
58,55-64,Homme,Rural,Centre,Veuf,Fondamental,30.0,Ouvriers,Informel,Oui,Non,Non,Non,6551.0
36,35-44,Femme,Urbain,Ouest,Célibataire,Secondaire,11.0,Employés,Public,Oui,Oui,Non,Non,18529.0
47,45-54,Homme,Urbain,Ouest,Veuf,Supérieur,12.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,105864.0
22,18-24,Homme,Urbain,Nord,Célibataire,Sans niveau,2.0,Inactifs,nan,Non,Non,Non,Non,5157.0
48,45-54,Homme,Rural,Ouest,Marié,Supérieur,25.0,Cadres supérieurs,Public,Non,Oui,Non,Oui,153835.0
24,18-24,Femme,Urbain,Centre,Célibataire,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,10234.0
36,35-44,Femme,Urbain,Nord,Marié,Secondaire,16.0,Professions intermédiaires,Privé,Non,Oui,Non,Oui,31656.0
48,45-54,Homme,Urbain,Est,Divorcé,Sans niveau,24.0,Agriculteurs,Informel,Non,Non,Non,Oui,6067.0
56,55-64,Homme,Rural,Sud,Marié,Sans niveau,21.0,Agriculteurs,Informel,Oui,Non,Oui,Oui,5097.0
41,35-44,Homme,Urbain,Est,Marié,Fondamental,6.0,Ouvriers,Informel,Non,Non,Non,Non,4969.0
51,45-54,Femme,Urbain,Ouest,Divorcé,Fondamental,9.0,Ouvriers,Informel,Non,Non,Non,Non,4896.0
40,35-44,Homme,Urbain,Nord,Célibataire,Fondamental,15.0,Ouvriers,Privé,Non,Non,Non,Non,8729.0
62,55-64,Femme,Rural,Sud,Divorcé,Fondamental,12.0,Ouvriers,Privé,Non,Non,Non,Non,4659.0
57,55-64,Femme,Urbain,Est,Célibataire,Sans niveau,4.0,Agriculteurs,Informel,Oui,Non,Oui,Non,2402.0
23,18-24,Femme,Urbain,Centre,Célibataire,Sans niveau,0.0,Inactifs,nan,Non,Non,Non,Non,4132.0
55,55-64,Homme,Urbain,Nord,Divorcé,Fondamental,18.0,Ouvriers,Informel,Non,Non,Non,Non,6749.0
58,55-64,Femme,Urbain,Sud,Marié,Secondaire,2.0,Ouvriers,Privé,Non,Non,Non,Non,9225.0
53,45-54,Homme,Rural,Ouest,Marié,Secondaire,16.0,Professions intermédiaires,Public,Non,Oui,Non,Oui,35685.0
44,35-44,Homme,Urbain,Est,Célibataire,Supérieur,18.0,Cadres supérieurs,Public,Oui,Oui,Non,Non,108959.0
28,25-34,Homme,Urbain,Ouest,Divorcé,Sans niveau,2.0,Agriculteurs,Privé,Non,Oui,Non,Non,4560.0
22,18-24,Homme,Rural,Sud,Célibataire,Secondaire,2.0,Ouvriers,Informel,Non,Non,Non,Non,7214.0
34,25-34,Femme,Rural,Est,Marié,Secondaire,0.0,Ouvriers,Privé,Non,Non,Non,Non,7074.0
24,18-24,Homme,Urbain,Centre,Célibataire,Secondaire,1.0,Ouvriers,Informel,Non,Oui,Non,Non,9433.0
44,35-44,Homme,Urbain,Nord,Veuf,Fondamental,0.0,Ouvriers,Informel,Non,Non,Non,Non,4916.0
32,25-34,Femme,Rural,Est,Divorcé,Fondamental,12.0,Ouvriers,Privé,Non,Non,Non,Non,4676.0
63,55-64,Homme,Urbain,Est,Divorcé,Supérieur,27.0,Cadres supérieurs,Privé,Oui,Oui,Non,Non,147874.0
30,25-34,Homme,Rural,Sud,Marié,Fondamental,2.0,Ouvriers,Privé,Non,Non,Non,Non,4697.0
28,25-34,Femme,Rural,Centre,Divorcé,Fondamental,8.0,Ouvriers,Privé,Oui,Non,Non,Oui,8010.0
62,55-64,Homme,Rural,Est,Marié,Fondamental,24.0,Ouvriers,Privé,Oui,Non,Non,Non,7204.0
43,35-44,Femme,Rural,Nord,Marié,Sans niveau,24.0,Ouvriers,Informel,Non,Non,Non,Non,2059.0
39,35-44,Femme,Urbain,Centre,Célibataire,Fondamental,3.0,Ouvriers,Privé,Non,Non,Non,Oui,9226.0
45,45-54,Femme,Urbain,Nord,Célibataire,Supérieur,2.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,37582.0
41,35-44,Femme,Urbain,Ouest,Marié,Supérieur,4.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,44945.0
46,45-54,Homme,Rural,Centre,Célibataire,Secondaire,6.0,Employés,Informel,Oui,Non,Non,Non,13339.0
26,25-34,Homme,Rural,Nord,Célibataire,Secondaire,5.0,Employés,Privé,Non,Oui,Non,Non,16683.0
59,55-64,Homme,Urbain,Est,Marié,Secondaire,1.0,Ouvriers,Privé,Non,Non,Non,Non,11264.0
21,18-24,Femme,Rural,Ouest,Célibataire,Secondaire,1.0,Ouvriers,Privé,Non,Oui,Non,Non,8643.0
63,55-64,Femme,Urbain,Est,Célibataire,Secondaire,39.0,Professions intermédiaires,Privé,Non,Non,Non,Non,41282.0
35,35-44,Homme,Urbain,Centre,Marié,Secondaire,8.0,Employés,Public,Non,Non,Non,Non,21363.0
60,55-64,Femme,Urbain,Centre,Célibataire,Supérieur,12.0,Cadres supérieurs,Public,Non,Oui,Oui,Non,80367.0
33,25-34,Femme,Urbain,Centre,Marié,Supérieur,1.0,Employés,Privé,Non,Non,Non,Non,27641.0
50,45-54,Femme,Rural,Sud,Marié,Secondaire,24.0,Professions intermédiaires,Privé,Oui,Non,Non,Non,28792.0
46,45-54,Homme,Urbain,Centre,Veuf,Secondaire,20.0,Professions intermédiaires,Public,Non,Oui,Non,Non,39517.0
56,55-64,Homme,Urbain,Centre,Marié,Fondamental,13.0,Ouvriers,Privé,Non,Non,Non,Non,8996.0
27,25-34,Femme,Rural,Centre,Divorcé,Fondamental,5.0,Agriculteurs,Informel,Oui,Non,Oui,Oui,5978.0
26,25-34,Homme,Rural,Ouest,Marié,Secondaire,0.0,Ouvriers,Informel,Non,Non,Non,Non,7603.0
48,45-54,Femme,Urbain,Ouest,Marié,Fondamental,20.0,Ouvriers,Informel,Non,Non,Non,Non,5629.0
45,45-54,Femme,Rural,Ouest,Marié,Secondaire,1.0,Employés,Informel,Non,Non,Non,Non,8535.0
20,18-24,Homme,Urbain,Est,Célibataire,Fondamental,2.0,Agriculteurs,Informel,Non,Non,Oui,Non,4127.0
