area,age,gender,education,socio_professional_group,years_experience,marital_status,has_car,home_ownership,has_land,number_of_children,source_revenu_secondaire,health_insurance,income,age_category,year_of_birth,age_squared,favorite_color
rural,31,femme,supérieur,Groupe2,8.0,veuf,1,owned,0,0,1,1,6086,adulte,1993,961,bleu
rural,27,homme,secondaire,Groupe5,7.0,marié,0,owned,1,1,0,0,5362,adulte,1997,729,bleu
urbain,34,homme,fondamental,Groupe4,9.0,célibataire,1,owned,0,0,0,0,19629,adulte,1990,1156,vert
urbain,41,homme,,Groupe4,13.0,célibataire,0,other,0,0,0,0,19756,adulte,1983,1681,rouge
urbain,18,femme,secondaire,Groupe2,0.0,célibataire,0,owned,0,0,0,1,6935,jeune,2006,324,jaune
urbain,31,femme,secondaire,Groupe5,7.0,veuf,1,rented,0,1,0,0,10981,adulte,1993,961,bleu
urbain,34,femme,supérieur,Groupe3,12.0,marié,1,rented,0,2,1,0,8767,adulte,1990,1156,jaune
rural,35,femme,,Groupe4,13.0,célibataire,0,other,0,1,1,1,7492,adulte,1989,1225,jaune
rural,32,homme,supérieur,Groupe5,10.0,célibataire,0,other,1,3,1,0,4413,adulte,1992,1024,jaune
urbain,20,homme,supérieur,Groupe5,0.0,célibataire,0,owned,0,0,1,1,10977,jeune,2004,400,vert
urbain,40,femme,fondamental,Groupe2,9.0,marié,1,other,0,0,1,1,16578,adulte,1984,1600,rouge
urbain,34,femme,fondamental,Groupe4,10.0,célibataire,1,rented,0,0,0,1,16012,adulte,1990,1156,jaune
urbain,34,homme,fondamental,Groupe3,8.0,célibataire,1,owned,0,2,1,0,3930,adulte,1990,1156,bleu
urbain,18,femme,secondaire,Groupe1,0.0,célibataire,0,rented,0,0,0,1,616,jeune,2006,324,bleu
rural,44,femme,sans_niveau,Groupe2,19.0,célibataire,1,rented,1,0,0,1,8947,adulte,1980,1936,vert
rural,20,femme,fondamental,Groupe5,0.0,marié,1,rented,1,2,1,0,1056,jeune,2004,400,rouge
urbain,59,homme,sans_niveau,Groupe4,26.0,célibataire,1,owned,0,0,1,0,21004,sénior,1965,3481,bleu
rural,18,homme,secondaire,Groupe2,0.0,célibataire,0,owned,1,0,1,1,4088,jeune,2006,324,jaune
urbain,46,femme,fondamental,Groupe1,15.0,marié,0,owned,0,0,0,1,65770,sénior,1978,2116,vert
rural,18,homme,sans_niveau,Groupe3,0.0,marié,0,owned,1,1,1,0,5384,jeune,2006,324,bleu
urbain,18,femme,sans_niveau,Groupe3,0.0,célibataire,1,owned,0,0,0,0,17255,jeune,2006,324,bleu
urbain,26,femme,supérieur,Groupe3,8.0,divorcé,1,owned,1,0,1,0,10905,adulte,1998,676,vert
rural,18,homme,supérieur,Groupe2,0.0,marié,0,owned,1,3,0,1,10634,jeune,2006,324,jaune
urbain,45,femme,,Groupe6,18.0,veuf,0,other,0,0,0,0,21014,adulte,1979,2025,jaune
rural,34,homme,fondamental,Groupe5,16.0,marié,1,owned,0,1,1,1,4088,adulte,1990,1156,vert
urbain,56,femme,fondamental,Groupe3,29.0,célibataire,0,rented,0,1,0,0,35663,sénior,1968,3136,bleu
urbain,32,homme,supérieur,Groupe4,7.0,célibataire,1,rented,0,0,1,1,35767,adulte,1992,1024,rouge
urbain,38,femme,supérieur,Groupe4,10.0,marié,0,rented,0,3,0,1,10990,adulte,1986,1444,jaune
urbain,30,homme,secondaire,Groupe2,3.0,veuf,0,rented,0,2,0,1,19133,adulte,1994,900,vert
rural,21,homme,secondaire,Groupe5,0.0,célibataire,0,owned,1,0,0,0,1624,jeune,2003,441,jaune
urbain,28,homme,sans_niveau,Groupe6,3.0,célibataire,1,owned,0,0,0,1,6850,adulte,1996,784,rouge
rural,18,homme,secondaire,Groupe5,0.0,célibataire,0,owned,1,0,1,0,472,jeune,2006,324,bleu
rural,40,femme,fondamental,Groupe6,12.0,célibataire,1,rented,1,2,0,0,2751,adulte,1984,1600,jaune
rural,30,femme,sans_niveau,Groupe4,0.0,marié,1,owned,0,2,0,0,1328,adulte,1994,900,bleu
urbain,33,femme,,Groupe4,12.0,marié,0,rented,0,1,1,0,6204,adulte,1991,1089,jaune
rural,70,femme,supérieur,Groupe4,37.0,marié,1,owned,0,4,1,1,2693,âgé,1954,4900,bleu
urbain,28,femme,supérieur,Groupe3,4.0,marié,1,owned,0,1,1,0,9344,adulte,1996,784,bleu
urbain,39,femme,fondamental,Groupe4,17.0,marié,0,owned,0,1,1,1,17046,adulte,1985,1521,vert
urbain,34,homme,fondamental,Groupe6,11.0,divorcé,1,owned,0,0,1,0,16195,adulte,1990,1156,bleu
urbain,52,homme,secondaire,Groupe6,24.0,célibataire,1,rented,0,0,0,1,67129,sénior,1972,2704,bleu
urbain,38,homme,fondamental,Groupe4,16.0,divorcé,1,owned,0,1,1,1,9260,adulte,1986,1444,bleu
urbain,30,homme,secondaire,Groupe2,11.0,veuf,0,owned,1,1,0,1,10166,adulte,1994,900,bleu
urbain,69,homme,fondamental,Groupe3,38.0,célibataire,1,owned,0,0,0,0,35263,âgé,1955,4761,bleu
urbain,22,homme,supérieur,Groupe5,4.0,marié,1,owned,0,2,0,0,11156,jeune,2002,484,vert
rural,32,femme,supérieur,Groupe2,8.0,marié,1,owned,1,1,1,1,9816,adulte,1992,1024,rouge
urbain,48,femme,secondaire,Groupe3,22.0,divorcé,0,owned,0,1,0,1,14858,sénior,1976,2304,bleu
urbain,22,homme,fondamental,Groupe5,0.0,marié,1,owned,0,0,1,0,15183,jeune,2002,484,rouge
urbain,46,femme,sans_niveau,Groupe4,19.0,veuf,1,owned,0,2,1,0,25622,sénior,1978,2116,vert
rural,27,homme,fondamental,Groupe4,5.0,célibataire,1,owned,1,0,1,0,2963,adulte,1997,729,vert
urbain,50,femme,fondamental,Groupe3,18.0,marié,0,rented,0,2,0,0,10215,sénior,1974,2500,bleu
urbain,49,homme,supérieur,Groupe5,26.0,divorcé,0,rented,0,2,1,0,23340,sénior,1975,2401,jaune
urbain,33,homme,sans_niveau,Groupe2,10.0,marié,0,,0,0,0,1,5139,adulte,1991,1089,bleu
rural,19,homme,sans_niveau,Groupe1,0.0,célibataire,1,owned,1,0,0,1,1654,jeune,2005,361,vert
urbain,29,homme,fondamental,Groupe6,1.0,divorcé,1,other,1,0,1,0,7073,adulte,1995,841,jaune
rural,34,homme,sans_niveau,Groupe2,6.0,marié,0,owned,0,1,1,1,3033,adulte,1990,1156,bleu
urbain,48,femme,fondamental,Groupe5,19.0,marié,1,rented,0,0,1,0,20534,sénior,1976,2304,vert
urbain,39,homme,,Groupe4,17.0,marié,0,rented,0,0,1,1,7370,adulte,1985,1521,rouge
urbain,43,femme,supérieur,Groupe5,15.0,célibataire,1,owned,1,0,1,1,2924,adulte,1981,1849,bleu
urbain,40,femme,,Groupe5,16.0,veuf,1,owned,0,0,0,1,25140,adulte,1984,1600,bleu
urbain,47,homme,secondaire,Groupe5,25.0,marié,1,rented,0,1,0,0,28071,sénior,1977,2209,bleu
urbain,31,femme,supérieur,Groupe1,8.0,marié,0,owned,0,0,0,0,35154,adulte,1993,961,jaune
urbain,37,femme,secondaire,Groupe2,16.0,marié,1,rented,0,2,0,0,21128,adulte,1987,1369,bleu
rural,35,femme,fondamental,Groupe3,8.0,célibataire,0,other,1,0,0,0,1402,adulte,1989,1225,bleu
urbain,28,femme,secondaire,Groupe1,7.0,célibataire,0,owned,0,0,0,1,55748,adulte,1996,784,bleu
rural,50,femme,sans_niveau,Groupe6,21.0,marié,1,other,0,1,0,0,1508,sénior,1974,2500,rouge
urbain,49,femme,supérieur,Groupe2,22.0,veuf,1,owned,1,0,1,1,16093,sénior,1975,2401,bleu
urbain,53,femme,secondaire,Groupe6,26.0,marié,1,rented,0,1,1,1,46090,sénior,1971,2809,bleu
urbain,23,femme,supérieur,Groupe2,2.0,célibataire,1,rented,0,0,0,1,12463,jeune,2001,529,bleu
urbain,40,femme,secondaire,Groupe5,11.0,divorcé,0,owned,0,1,0,1,18774,adulte,1984,1600,rouge
urbain,51,homme,fondamental,Groupe4,19.0,célibataire,1,owned,0,1,0,1,30685,sénior,1973,2601,bleu
urbain,57,homme,supérieur,Groupe2,,veuf,1,rented,0,0,0,1,75856,sénior,1967,3249,jaune
rural,18,femme,sans_niveau,Groupe5,0.0,marié,1,owned,0,2,0,0,1578,jeune,2006,324,vert
rural,34,femme,sans_niveau,Groupe4,11.0,divorcé,0,rented,1,0,1,0,1222,adulte,1990,1156,rouge
urbain,32,homme,supérieur,Groupe5,5.0,divorcé,0,rented,1,0,1,0,7945,adulte,1992,1024,vert
rural,58,femme,sans_niveau,Groupe4,28.0,marié,1,owned,1,3,0,1,2972,sénior,1966,3364,vert
rural,18,femme,sans_niveau,Groupe1,0.0,divorcé,0,owned,1,1,0,1,837,jeune,2006,324,rouge
urbain,19,homme,,Groupe6,0.0,célibataire,0,rented,0,0,1,0,10066,jeune,2005,361,bleu
rural,56,femme,fondamental,Groupe5,29.0,célibataire,0,rented,1,1,1,1,7366,sénior,1968,3136,rouge
urbain,27,femme,secondaire,Groupe5,5.0,divorcé,1,,0,1,1,0,17851,adulte,1997,729,bleu
urbain,18,femme,secondaire,Groupe2,0.0,célibataire,0,owned,0,0,1,1,9340,jeune,2006,324,jaune
urbain,57,homme,fondamental,Groupe5,27.0,célibataire,1,rented,0,0,0,0,22308,sénior,1967,3249,vert
urbain,18,femme,sans_niveau,Groupe5,0.0,marié,1,owned,0,1,1,0,6340,jeune,2006,324,bleu
urbain,50,homme,sans_niveau,Groupe3,,marié,0,rented,0,0,0,0,23228,sénior,1974,2500,rouge
urbain,18,homme,fondamental,Groupe3,0.0,célibataire,1,rented,0,2,0,0,9064,jeune,2006,324,bleu
rural,18,homme,supérieur,Groupe5,0.0,célibataire,1,rented,1,2,1,0,3240,jeune,2006,324,vert
rural,38,homme,fondamental,Groupe6,11.0,célibataire,1,owned,1,0,1,0,1088,adulte,1986,1444,rouge
rural,22,femme,supérieur,Groupe5,0.0,marié,1,owned,1,1,1,1,8092,jeune,2002,484,jaune
rural,39,homme,supérieur,Groupe5,20.0,célibataire,0,owned,1,1,1,0,9530,adulte,1985,1521,jaune
rural,62,homme,secondaire,Groupe3,25.0,célibataire,1,owned,1,1,1,0,837,âgé,1962,3844,rouge
urbain,32,homme,sans_niveau,Groupe2,8.0,marié,1,rented,0,2,1,1,23400,adulte,1992,1024,vert
urbain,59,homme,,Groupe6,27.0,marié,0,rented,0,3,0,0,21133,sénior,1965,3481,vert
urbain,39,femme,secondaire,Groupe1,17.0,divorcé,0,rented,0,1,0,0,25501,adulte,1985,1521,rouge
rural,49,femme,fondamental,Groupe5,21.0,célibataire,1,other,1,0,1,0,1446,sénior,1975,2401,vert
urbain,18,femme,fondamental,Groupe4,0.0,célibataire,0,owned,0,3,0,0,24181,jeune,2006,324,bleu
rural,44,homme,sans_niveau,Groupe5,,célibataire,1,rented,0,1,1,0,1296,adulte,1980,1936,rouge
urbain,42,homme,fondamental,Groupe6,17.0,marié,0,owned,0,0,0,1,10061,adulte,1982,1764,jaune
urbain,29,femme,fondamental,Groupe5,7.0,célibataire,1,rented,0,1,0,0,14245,adulte,1995,841,bleu
rural,63,femme,sans_niveau,Groupe4,35.0,célibataire,0,owned,0,0,1,0,19071,âgé,1961,3969,rouge
urbain,27,homme,fondamental,Groupe3,5.0,célibataire,1,owned,0,0,0,0,12357,adulte,1997,729,vert
urbain,18,homme,fondamental,Groupe3,0.0,marié,1,rented,0,2,1,0,4849,jeune,2006,324,bleu
urbain,46,homme,secondaire,Groupe4,18.0,célibataire,1,owned,0,0,1,0,27325,sénior,1978,2116,bleu
urbain,18,femme,sans_niveau,Groupe5,0.0,divorcé,1,rented,0,0,1,1,19660,jeune,2006,324,rouge
rural,36,homme,fondamental,Groupe5,14.0,célibataire,0,owned,1,1,1,1,37513,adulte,1988,1296,rouge
urbain,55,femme,fondamental,Groupe3,28.0,célibataire,1,other,0,0,0,1,9787,sénior,1969,3025,bleu
urbain,42,homme,secondaire,Groupe3,21.0,divorcé,1,rented,0,0,0,0,21852,adulte,1982,1764,jaune
urbain,31,femme,secondaire,Groupe6,10.0,veuf,1,rented,0,0,1,0,5364,adulte,1993,961,rouge
rural,29,homme,supérieur,Groupe6,8.0,célibataire,1,rented,1,0,0,0,12199,adulte,1995,841,vert
urbain,53,homme,fondamental,Groupe2,29.0,marié,0,other,0,1,1,1,241329,sénior,1971,2809,rouge
rural,18,homme,supérieur,Groupe4,0.0,célibataire,0,owned,1,1,1,0,2754,jeune,2006,324,bleu
rural,46,homme,,Groupe6,23.0,marié,0,other,1,3,0,0,702,sénior,1978,2116,rouge
urbain,67,femme,sans_niveau,Groupe1,,marié,1,rented,0,1,1,0,39571,âgé,1957,4489,bleu
rural,43,homme,sans_niveau,Groupe6,20.0,veuf,0,rented,1,1,1,1,2777,adulte,1981,1849,vert
urbain,31,femme,,Groupe6,7.0,marié,0,rented,0,3,0,0,10977,adulte,1993,961,jaune
urbain,32,femme,secondaire,Groupe1,13.0,marié,1,owned,0,2,1,0,74868,adulte,1992,1024,bleu
urbain,27,femme,supérieur,Groupe2,4.0,marié,1,owned,0,1,1,1,15046,adulte,1997,729,rouge
rural,25,femme,fondamental,Groupe1,5.0,marié,1,other,1,1,1,1,1455,jeune,1999,625,jaune
rural,36,femme,fondamental,Groupe6,16.0,célibataire,1,owned,1,1,1,1,3012,adulte,1988,1296,jaune
urbain,45,femme,,Groupe2,20.0,célibataire,1,rented,0,1,0,1,34849,adulte,1979,2025,bleu
urbain,59,femme,fondamental,Groupe2,32.0,célibataire,0,rented,0,2,0,1,21318,sénior,1965,3481,vert
rural,18,homme,fondamental,Groupe6,0.0,marié,0,other,0,1,1,0,1852,jeune,2006,324,vert
rural,18,femme,secondaire,Groupe3,0.0,célibataire,0,rented,1,0,1,0,739,jeune,2006,324,bleu
rural,59,homme,secondaire,Groupe3,26.0,marié,0,other,0,2,1,1,54499,sénior,1965,3481,jaune
urbain,35,femme,sans_niveau,Groupe3,11.0,célibataire,0,rented,0,0,1,1,13224,adulte,1989,1225,rouge
rural,36,femme,secondaire,Groupe6,16.0,marié,1,owned,1,2,0,1,4032,adulte,1988,1296,bleu
urbain,42,homme,secondaire,Groupe6,14.0,marié,1,rented,0,1,0,0,10731,adulte,1982,1764,bleu
urbain,32,femme,secondaire,Groupe6,10.0,marié,1,rented,1,2,0,0,9892,adulte,1992,1024,jaune
urbain,64,femme,secondaire,Groupe2,25.0,divorcé,1,other,0,0,0,1,31913,âgé,1960,4096,vert
rural,42,homme,sans_niveau,Groupe5,23.0,célibataire,1,rented,0,1,1,1,16294,adulte,1982,1764,bleu
urbain,28,homme,secondaire,Groupe3,3.0,célibataire,1,other,0,2,0,1,22299,adulte,1996,784,bleu
urbain,29,homme,fondamental,Groupe5,8.0,célibataire,1,rented,1,1,0,0,12717,adulte,1995,841,rouge
rural,32,femme,secondaire,Groupe5,11.0,marié,1,owned,1,1,0,0,1566,adulte,1992,1024,vert
urbain,23,homme,,Groupe4,2.0,marié,1,rented,0,1,0,0,18032,jeune,2001,529,vert
rural,60,homme,secondaire,Groupe6,28.0,veuf,0,owned,1,2,1,0,6843,sénior,1964,3600,bleu
rural,36,homme,sans_niveau,Groupe2,15.0,célibataire,1,rented,1,0,1,1,6491,adulte,1988,1296,vert
urbain,18,femme,secondaire,Groupe5,0.0,marié,1,owned,0,0,0,0,12458,jeune,2006,324,rouge
rural,41,femme,sans_niveau,Groupe6,17.0,célibataire,1,owned,1,3,1,1,547,adulte,1983,1681,jaune
rural,56,femme,secondaire,Groupe3,23.0,marié,0,owned,1,2,1,0,13495,sénior,1968,3136,bleu
rural,50,femme,secondaire,Groupe6,24.0,célibataire,1,rented,1,0,1,0,3729,sénior,1974,2500,jaune
rural,23,femme,fondamental,Groupe5,3.0,veuf,1,owned,1,1,1,0,4182,jeune,2001,529,vert
rural,18,homme,supérieur,Groupe4,0.0,marié,0,owned,1,1,0,0,6300,jeune,2006,324,rouge
urbain,56,homme,fondamental,Groupe4,24.0,marié,1,owned,0,2,0,0,48137,sénior,1968,3136,jaune
urbain,18,homme,fondamental,Groupe6,0.0,marié,1,other,0,0,1,0,5622,jeune,2006,324,bleu
rural,40,homme,supérieur,Groupe5,11.0,marié,1,owned,1,1,1,1,2215,adulte,1984,1600,jaune
urbain,26,homme,fondamental,Groupe3,8.0,célibataire,1,rented,0,1,0,0,22462,adulte,1998,676,bleu
urbain,54,femme,secondaire,Groupe3,27.0,célibataire,1,rented,0,1,0,0,34233,sénior,1970,2916,jaune
rural,19,femme,supérieur,Groupe6,1.0,divorcé,1,owned,1,0,1,1,2760,jeune,2005,361,vert
rural,23,homme,fondamental,Groupe5,5.0,marié,0,owned,1,2,1,0,1017,jeune,2001,529,rouge
urbain,44,homme,secondaire,Groupe5,12.0,célibataire,1,owned,0,0,0,0,9516,adulte,1980,1936,jaune
rural,46,homme,fondamental,Groupe2,20.0,marié,0,owned,0,0,1,1,20929,sénior,1978,2116,bleu
rural,55,homme,secondaire,Groupe6,27.0,marié,0,owned,1,2,0,1,3263,sénior,1969,3025,rouge
urbain,42,homme,secondaire,Groupe5,10.0,célibataire,0,rented,0,0,0,1,13512,adulte,1982,1764,bleu
rural,40,homme,fondamental,Groupe5,12.0,divorcé,1,,1,1,0,1,3415,adulte,1984,1600,vert
urbain,50,homme,supérieur,Groupe1,19.0,célibataire,0,other,0,0,0,0,28089,sénior,1974,2500,bleu
urbain,18,homme,supérieur,Groupe5,0.0,célibataire,1,rented,0,0,0,0,14575,jeune,2006,324,rouge
urbain,21,femme,secondaire,Groupe4,0.0,célibataire,1,owned,0,0,0,0,24492,jeune,2003,441,vert
urbain,18,homme,sans_niveau,Groupe2,0.0,divorcé,1,owned,1,3,0,1,14300,jeune,2006,324,rouge
urbain,18,homme,secondaire,Groupe6,0.0,marié,1,rented,1,2,1,1,2878,jeune,2006,324,bleu
rural,47,homme,sans_niveau,Groupe6,17.0,marié,0,owned,1,1,0,0,11679,sénior,1977,2209,bleu
rural,56,homme,sans_niveau,Groupe3,27.0,marié,0,owned,0,2,1,1,9866,sénior,1968,3136,rouge
urbain,43,femme,fondamental,Groupe5,,marié,0,other,0,1,0,0,15617,adulte,1981,1849,bleu
rural,40,homme,secondaire,Groupe4,20.0,veuf,1,owned,1,0,1,0,3718,adulte,1984,1600,vert
urbain,36,homme,fondamental,Groupe5,17.0,marié,0,other,0,1,0,0,8471,adulte,1988,1296,vert
urbain,35,femme,sans_niveau,Groupe5,13.0,marié,1,owned,0,1,0,1,4516,adulte,1989,1225,bleu
rural,60,homme,fondamental,Groupe6,29.0,marié,1,owned,0,3,1,0,2951,sénior,1964,3600,vert
urbain,58,homme,sans_niveau,Groupe2,25.0,célibataire,1,owned,0,1,1,1,10972,sénior,1966,3364,rouge
urbain,26,femme,supérieur,Groupe5,5.0,divorcé,0,rented,0,0,0,0,9354,adulte,1998,676,vert
rural,51,femme,fondamental,Groupe2,21.0,divorcé,0,owned,1,1,1,1,8130,sénior,1973,2601,bleu
urbain,53,homme,fondamental,Groupe3,28.0,veuf,1,rented,0,1,1,1,67997,sénior,1971,2809,rouge
rural,44,homme,secondaire,Groupe3,,marié,0,rented,1,0,0,0,9799,adulte,1980,1936,jaune
urbain,40,homme,secondaire,Groupe1,7.0,marié,1,rented,0,2,0,0,25512,adulte,1984,1600,rouge
urbain,40,homme,sans_niveau,Groupe5,16.0,célibataire,1,other,0,1,0,1,13407,adulte,1984,1600,rouge
urbain,18,homme,sans_niveau,Groupe6,0.0,célibataire,1,rented,0,0,1,1,258384,jeune,2006,324,jaune
urbain,18,femme,fondamental,Groupe3,0.0,marié,1,rented,0,1,0,0,9354,jeune,2006,324,bleu
urbain,46,homme,secondaire,Groupe1,17.0,marié,1,rented,0,1,1,1,27556,sénior,1978,2116,bleu
urbain,18,homme,fondamental,Groupe3,0.0,veuf,1,owned,0,0,0,1,13552,jeune,2006,324,jaune
rural,18,femme,sans_niveau,Groupe1,0.0,célibataire,0,owned,1,2,1,1,3607,jeune,2006,324,bleu
rural,18,homme,sans_niveau,Groupe4,0.0,célibataire,0,owned,1,0,0,0,2352,jeune,2006,324,rouge
urbain,27,femme,fondamental,Groupe5,8.0,divorcé,0,rented,0,1,0,1,27860,adulte,1997,729,rouge
urbain,40,femme,fondamental,Groupe3,17.0,célibataire,0,owned,0,0,0,0,12646,adulte,1984,1600,bleu
urbain,41,homme,supérieur,Groupe2,13.0,célibataire,0,owned,0,1,1,1,69983,adulte,1983,1681,rouge
rural,47,femme,fondamental,Groupe1,,célibataire,0,owned,1,1,1,1,13780,sénior,1977,2209,jaune
rural,29,femme,secondaire,Groupe6,8.0,marié,1,owned,1,3,1,0,1891,adulte,1995,841,rouge
urbain,36,femme,fondamental,Groupe4,13.0,célibataire,0,owned,0,1,0,1,15857,adulte,1988,1296,jaune
rural,47,femme,sans_niveau,Groupe1,21.0,marié,1,other,1,3,1,1,8613,sénior,1977,2209,vert
urbain,41,femme,,Groupe3,13.0,veuf,1,other,0,1,0,1,28236,adulte,1983,1681,bleu
urbain,26,femme,fondamental,Groupe3,8.0,marié,1,owned,0,1,0,0,11833,adulte,1998,676,vert
urbain,39,homme,supérieur,Groupe3,14.0,veuf,1,owned,0,0,0,1,39041,adulte,1985,1521,bleu
urbain,18,femme,,Groupe6,0.0,marié,0,rented,0,0,0,1,3309,jeune,2006,324,rouge
urbain,35,femme,secondaire,Groupe3,11.0,veuf,0,,0,1,0,0,19453,adulte,1989,1225,vert
urbain,25,femme,fondamental,Groupe2,7.0,marié,1,rented,0,2,0,1,10183,jeune,1999,625,rouge
rural,57,femme,secondaire,Groupe3,27.0,célibataire,1,owned,1,0,1,0,4312,sénior,1967,3249,bleu
urbain,20,femme,secondaire,Groupe3,0.0,célibataire,1,rented,1,0,0,0,8861,jeune,2004,400,rouge
urbain,36,homme,fondamental,Groupe1,,marié,1,,0,2,0,1,39804,adulte,1988,1296,vert
urbain,28,homme,sans_niveau,Groupe6,6.0,marié,0,rented,0,2,1,1,3997,adulte,1996,784,vert
urbain,26,femme,sans_niveau,Groupe4,8.0,marié,1,rented,0,1,0,0,15292,adulte,1998,676,vert
urbain,40,femme,fondamental,Groupe2,13.0,marié,1,rented,0,0,1,1,23680,adulte,1984,1600,bleu
urbain,28,femme,fondamental,Groupe4,8.0,célibataire,1,rented,0,1,0,0,11371,adulte,1996,784,bleu
urbain,62,homme,sans_niveau,Groupe4,29.0,célibataire,0,rented,1,1,0,1,44257,âgé,1962,3844,vert
urbain,18,homme,sans_niveau,Groupe3,0.0,célibataire,1,rented,0,3,0,0,11648,jeune,2006,324,vert
urbain,44,femme,secondaire,Groupe3,15.0,marié,0,rented,0,0,0,1,35632,adulte,1980,1936,rouge
urbain,33,femme,supérieur,Groupe5,8.0,veuf,1,owned,0,0,1,0,18976,adulte,1991,1089,vert
rural,34,femme,supérieur,Groupe5,12.0,célibataire,1,rented,1,0,0,0,1643,adulte,1990,1156,bleu
rural,39,homme,supérieur,Groupe3,10.0,célibataire,0,rented,1,2,1,0,15283,adulte,1985,1521,vert
urbain,49,femme,sans_niveau,Groupe4,23.0,célibataire,1,rented,0,1,0,0,11269,sénior,1975,2401,bleu
urbain,38,homme,sans_niveau,Groupe2,13.0,marié,1,rented,0,0,1,1,26812,adulte,1986,1444,rouge
urbain,50,homme,secondaire,Groupe4,20.0,veuf,1,rented,0,1,0,0,21829,sénior,1974,2500,vert
urbain,35,homme,supérieur,Groupe4,15.0,célibataire,0,rented,0,0,0,0,19856,adulte,1989,1225,bleu
urbain,19,femme,fondamental,Groupe2,1.0,célibataire,1,rented,0,0,0,1,23082,jeune,2005,361,bleu
urbain,33,homme,fondamental,Groupe2,9.0,célibataire,1,other,0,0,1,1,16617,adulte,1991,1089,vert
urbain,52,homme,fondamental,Groupe2,23.0,divorcé,1,owned,0,0,1,1,56823,sénior,1972,2704,bleu
rural,28,homme,sans_niveau,Groupe6,7.0,célibataire,1,rented,0,1,1,0,3681,adulte,1996,784,jaune
urbain,18,femme,fondamental,Groupe5,0.0,célibataire,1,owned,0,0,0,0,5715,jeune,2006,324,bleu
urbain,44,homme,fondamental,Groupe2,18.0,célibataire,1,rented,0,2,0,1,58918,adulte,1980,1936,bleu
urbain,40,homme,secondaire,Groupe5,13.0,célibataire,1,rented,0,0,1,0,39249,adulte,1984,1600,bleu
rural,23,homme,secondaire,Groupe3,5.0,célibataire,0,owned,1,1,1,0,3201,jeune,2001,529,bleu
rural,31,femme,secondaire,Groupe3,,veuf,0,owned,1,0,0,0,4393,adulte,1993,961,rouge
urbain,32,femme,sans_niveau,Groupe1,12.0,marié,0,rented,0,1,0,1,17585,adulte,1992,1024,vert
rural,35,femme,secondaire,Groupe5,12.0,marié,0,owned,1,0,0,1,1804,adulte,1989,1225,bleu
urbain,44,femme,fondamental,Groupe2,12.0,marié,0,rented,0,1,0,1,22535,adulte,1980,1936,rouge
rural,28,femme,secondaire,Groupe4,10.0,divorcé,0,rented,1,0,1,1,2229,adulte,1996,784,jaune
rural,45,homme,fondamental,Groupe2,17.0,célibataire,0,owned,1,0,1,1,1907,adulte,1979,2025,jaune
urbain,26,femme,fondamental,Groupe5,,célibataire,1,rented,0,2,1,0,15959,adulte,1998,676,rouge
rural,59,homme,supérieur,Groupe4,29.0,marié,0,owned,1,1,1,0,4664,sénior,1965,3481,vert
urbain,60,homme,supérieur,Groupe6,28.0,marié,0,rented,0,0,1,0,24795,sénior,1964,3600,bleu
urbain,22,homme,supérieur,Groupe2,0.0,divorcé,1,rented,0,0,1,1,21154,jeune,2002,484,vert
urbain,18,femme,secondaire,Groupe1,0.0,veuf,1,rented,1,0,0,0,15064,jeune,2006,324,rouge
rural,49,femme,secondaire,Groupe3,20.0,marié,1,owned,1,0,0,1,7756,sénior,1975,2401,bleu
urbain,38,homme,fondamental,Groupe4,13.0,célibataire,1,other,0,0,0,0,19453,adulte,1986,1444,rouge
urbain,43,femme,supérieur,Groupe4,15.0,célibataire,1,rented,0,2,0,1,10279,adulte,1981,1849,jaune
rural,25,homme,fondamental,Groupe5,5.0,marié,0,owned,1,0,0,0,5103,jeune,1999,625,vert
urbain,33,femme,secondaire,Groupe4,15.0,marié,1,rented,0,0,1,1,9398,adulte,1991,1089,jaune
urbain,29,femme,supérieur,Groupe2,9.0,marié,1,rented,0,1,0,0,22675,adulte,1995,841,vert
urbain,39,femme,fondamental,Groupe5,10.0,marié,1,owned,0,2,0,0,22130,adulte,1985,1521,jaune
urbain,18,femme,supérieur,Groupe2,0.0,célibataire,0,rented,0,0,0,1,15440,jeune,2006,324,rouge
urbain,33,femme,supérieur,Groupe5,12.0,marié,1,rented,0,1,0,0,9785,adulte,1991,1089,bleu
urbain,18,homme,,Groupe1,0.0,célibataire,1,rented,0,0,0,1,22018,jeune,2006,324,rouge
rural,27,femme,fondamental,Groupe2,9.0,marié,0,owned,1,2,0,1,1994,adulte,1997,729,bleu
rural,33,homme,,Groupe3,13.0,marié,1,rented,1,2,1,0,2827,adulte,1991,1089,bleu
urbain,42,homme,sans_niveau,Groupe2,17.0,marié,1,other,0,1,0,1,60259,adulte,1982,1764,jaune
urbain,43,homme,,Groupe4,17.0,célibataire,0,owned,0,0,0,0,20249,adulte,1981,1849,vert
urbain,46,femme,supérieur,Groupe5,18.0,marié,0,rented,0,3,0,0,27642,sénior,1978,2116,vert
urbain,18,homme,fondamental,Groupe5,0.0,divorcé,1,owned,0,0,0,1,12278,jeune,2006,324,jaune
urbain,53,femme,secondaire,Groupe2,20.0,veuf,1,rented,1,0,1,1,33164,sénior,1971,2809,jaune
urbain,25,homme,supérieur,Groupe6,7.0,marié,1,owned,0,2,1,0,16434,jeune,1999,625,vert
